iShares MSCI Japan ETF
Fund Holdings as of,"Nov 10, 2021"
Inception Date,"Mar 12, 1996"
Shares Outstanding,"182,100,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"8601","DAIWA SECURITIES GROUP INC","Financials","Equity","25,153,708.09","0.20","25,153,708.09","4,510,600.00","5.58","Japan","Tokyo Stock Exchange","USD","113.91","JPY","-"
"7202","ISUZU MOTORS LTD","Consumer Discretionary","Equity","25,068,917.08","0.20","25,068,917.08","1,813,000.00","13.83","Japan","Tokyo Stock Exchange","USD","113.91","JPY","-"
"7011","MITSUBISHI HEAVY INDUSTRIES LTD","Industrials","Equity","24,791,780.87","0.20","24,791,780.87","998,200.00","24.84","Japan","Tokyo Stock Exchange","USD","113.91","JPY","-"
"4528","ONO PHARMACEUTICAL LTD","Health Care","Equity","24,355,292.57","0.19","24,355,292.57","1,150,400.00","21.17","Japan","Tokyo Stock Exchange","USD","113.91","JPY","-"
"1878","DAITO TRUST CONSTRUCTION LTD","Real Estate","Equity","23,976,190.69","0.19","23,976,190.69","203,200.00","117.99","Japan","Tokyo Stock Exchange","USD","113.91","JPY","-"
"2269","MEIJI HOLDINGS LTD","Consumer Staples","Equity","23,902,664.15","0.19","23,902,664.15","380,256.00","62.86","Japan","Tokyo Stock Exchange","USD","113.91","JPY","-"
"4704","TREND MICRO INC","Information Technology","Equity","23,581,282.65","0.19","23,581,282.65","412,600.00","57.15","Japan","Tokyo Stock Exchange","USD","113.91","JPY","-"
"9143","SG HOLDINGS LTD","Industrials","Equity","23,311,332.25","0.19","23,311,332.25","997,100.00","23.38","Japan","Tokyo Stock Exchange","USD","113.91","JPY","-"
"4005","SUMITOMO CHEMICAL LTD","Materials","Equity","23,284,751.33","0.19","23,284,751.33","4,636,800.00","5.02","Japan","Tokyo Stock Exchange","USD","113.91","JPY","-"
"8952","JAPAN REAL ESTATE INVESTMENT TRUST","Real Estate","Equity","23,167,332.43","0.19","23,167,332.43","3,875.00","5,978.67","Japan","Tokyo Stock Exchange","USD","113.91","JPY","-"
"7951","YAMAHA CORP","Consumer Discretionary","Equity","23,107,633.55","0.18","23,107,633.55","414,500.00","55.75","Japan","Tokyo Stock Exchange","USD","113.91","JPY","-"
"9005","TOKYU CORP","Industrials","Equity","23,018,318.77","0.18","23,018,318.77","1,558,800.00","14.77","Japan","Tokyo Stock Exchange","USD","113.91","JPY","-"
"4185","JSR CORP","Materials","Equity","22,815,381.24","0.18","22,815,381.24","635,400.00","35.91","Japan","Tokyo Stock Exchange","USD","113.91","JPY","-"
"4612","NIPPON PAINT HOLDINGS LTD","Materials","Equity","22,791,317.33","0.18","22,791,317.33","2,209,400.00","10.32","Japan","Tokyo Stock Exchange","USD","113.91","JPY","-"
"9042","HANKYU HANSHIN HOLDINGS INC","Industrials","Equity","22,412,598.22","0.18","22,412,598.22","715,100.00","31.34","Japan","Tokyo Stock Exchange","USD","113.91","JPY","-"
"9064","YAMATO HOLDINGS LTD","Industrials","Equity","21,897,019.45","0.18","21,897,019.45","905,000.00","24.20","Japan","Tokyo Stock Exchange","USD","113.91","JPY","-"
"4751","CYBER AGENT INC","Communication","Equity","21,859,672.53","0.17","21,859,672.53","1,262,000.00","17.32","Japan","Tokyo Stock Exchange","USD","113.91","JPY","-"
"4021","NISSAN CHEMICAL CORP","Materials","Equity","21,748,237.57","0.17","21,748,237.57","381,700.00","56.98","Japan","Tokyo Stock Exchange","USD","113.91","JPY","-"
"3436","SUMCO CORP","Information Technology","Equity","21,520,762.92","0.17","21,520,762.92","1,036,500.00","20.76","Japan","Tokyo Stock Exchange","USD","113.91","JPY","-"
"5938","LIXIL CORP","Industrials","Equity","21,370,308.59","0.17","21,370,308.59","832,200.00","25.68","Japan","Tokyo Stock Exchange","USD","113.91","JPY","-"
