Fund Holdings as of,"10/Nov/2021"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Market Currency
"TRS","TRIMAS CORP","Materials","Equity","557,471.40","0.02","557,471.40","15,010.00","37.14","United States","NASDAQ","USD"
"2201","MORINAGA LTD","Consumer Staples","Equity","557,201.18","0.02","557,201.18","16,400.00","33.98","Japan","Tokyo Stock Exchange","JPY"
"DML","DENISON MINES CORP","Energy","Equity","556,832.40","0.02","556,832.40","286,320.00","1.94","Canada","Toronto Stock Exchange","CAD"
"HLS","HEALIUS LTD","Health Care","Equity","556,582.67","0.02","556,582.67","157,241.00","3.54","Australia","Asx - All Markets","AUD"
"FIBK","FIRST INTERSTATE BANCSYSTEM INC CL","Financials","Equity","556,282.24","0.02","556,282.24","12,973.00","42.88","United States","NASDAQ","USD"
"REG1V","REVENIO GROUP","Health Care","Equity","554,946.64","0.02","554,946.64","8,445.00","65.71","Finland","Nasdaq Omx Helsinki Ltd.","EUR"
"BDN","BRANDYWINE REALTY TRUST REIT","Real Estate","Equity","554,766.08","0.02","554,766.08","39,401.00","14.08","United States","New York Stock Exchange Inc.","USD"
"CHRS","COHERUS BIOSCIENCES INC","Health Care","Equity","553,974.78","0.02","553,974.78","29,373.00","18.86","United States","NASDAQ","USD"
"6592","MABUCHI MOTOR LTD","Industrials","Equity","553,465.61","0.02","553,465.61","16,700.00","33.14","Japan","Tokyo Stock Exchange","JPY"
"SCHN","SCHNITZER STEEL INDUSTRIES INC CLA","Materials","Equity","552,963.42","0.02","552,963.42","10,359.00","53.38","United States","NASDAQ","USD"
"VGP","VGP NV","Real Estate","Equity","552,975.54","0.02","552,975.54","2,056.00","268.96","Belgium","Nyse Euronext - Euronext Brussels","EUR"
"4401","ADEKA CORP","Materials","Equity","552,449.85","0.02","552,449.85","24,600.00","22.46","Japan","Tokyo Stock Exchange","JPY"
"SNN","SANNE GROUP PLC","Financials","Equity","552,411.24","0.02","552,411.24","45,154.00","12.23","United Kingdom","London Stock Exchange","GBP"
"9048","NAGOYA RAILROAD LTD","Industrials","Equity","551,826.52","0.02","551,826.52","32,300.00","17.08","Japan","Tokyo Stock Exchange","JPY"
"CBZ","CBIZ INC","Industrials","Equity","551,903.84","0.02","551,903.84","14,072.00","39.22","United States","New York Stock Exchange Inc.","USD"
"BIG","BIG LOTS INC","Consumer Discretionary","Equity","551,726.10","0.02","551,726.10","11,430.00","48.27","United States","New York Stock Exchange Inc.","USD"
"PRU","PERSEUS MINING LTD","Materials","Equity","551,609.31","0.02","551,609.31","452,913.00","1.22","Australia","Asx - All Markets","AUD"
"MEI","METHODE ELECTRONICS INC","Information Technology","Equity","550,580.21","0.02","550,580.21","11,707.00","47.03","United States","New York Stock Exchange Inc.","USD"
"8369","BANK OF KYOTO LTD","Financials","Equity","550,722.09","0.02","550,722.09","12,300.00","44.77","Japan","Tokyo Stock Exchange","JPY"
"9513","ELECTRIC POWER DEVELOPMENT LTD","Utilities","Equity","550,695.76","0.02","550,695.76","43,500.00","12.66","Japan","Tokyo Stock Exchange","JPY"
"CRT.UN","CT REIT UNITS TRUST","Real Estate","Equity","550,451.63","0.02","550,451.63","37,697.00","14.60","Canada","Toronto Stock Exchange","CAD"
"PCELL","POWERCELL SWEDEN","Industrials","Equity","550,035.89","0.02","550,035.89","23,585.00","23.32","Sweden","Nasdaq Omx Nordic","SEK"
"AUB","AUB GROUP LTD","Financials","Equity","550,078.73","0.02","550,078.73","31,394.00","17.52","Australia","Asx - All Markets","AUD"
"CDMO","AVID BIOSERVICES INC","Health Care","Equity","549,891.30","0.02","549,891.30","16,842.00","32.65","United States","NASDAQ","USD"
"ACMR","ACM RESEARCH CLASS A INC","Information Technology","Equity","548,312.48","0.02","548,312.48","5,392.00","101.69","United States","NASDAQ","USD"
"4206","AICA KOGYO LTD","Industrials","Equity","548,154.16","0.02","548,154.16","18,500.00","29.63","Japan","Tokyo Stock Exchange","JPY"
"TWNK","HOSTESS BRANDS INC CLASS A","Consumer Staples","Equity","547,959.84","0.02","547,959.84","30,174.00","18.16","United States","NASDAQ","USD"
"CCS","CENTURY COMMUNITIES INC","Consumer Discretionary","Equity","547,590.50","0.02","547,590.50","7,879.00","69.50","United States","New York Stock Exchange Inc.","USD"
"LUN","H LUNDBECK","Health Care","Equity","547,409.74","0.02","547,409.74","19,173.00","28.55","Denmark","Omx Nordic Exchange Copenhagen A/S","DKK"
"PSMT","PRICESMART INC","Consumer Staples","Equity","546,536.80","0.02","546,536.80","7,043.00","77.60","United States","NASDAQ","USD"
"8956","NTT UD REIT INVESTMENT REIT CORP","Real Estate","Equity","546,506.30","0.02","546,506.30","409.00","1,336.20","Japan","Tokyo Stock Exchange","JPY"
"2782","SERIA LTD","Consumer Discretionary","Equity","546,630.96","0.02","546,630.96","17,200.00","31.78","Japan","Tokyo Stock Exchange","JPY"
"BC","BRUNELLO CUCINELLI","Consumer Discretionary","Equity","546,140.58","0.02","546,140.58","7,666.00","71.24","Italy","Borsa Italiana","EUR"
"NBTB","NBT BANCORP INC","Financials","Equity","545,700.39","0.02","545,700.39","14,163.00","38.53","United States","NASDAQ","USD"
"RLGY","REALOGY HOLDINGS CORP","Real Estate","Equity","545,569.46","0.02","545,569.46","31,886.00","17.11","United States","New York Stock Exchange Inc.","USD"
"ROIC","RETAIL OPPORTUNITY INVESTMENTS REI","Real Estate","Equity","545,339.90","0.02","545,339.90","29,735.00","18.34","United States","NASDAQ","USD"
"KAR","KAR AUCTION SERVICES INC","Industrials","Equity","544,422.50","0.02","544,422.50","36,910.00","14.75","United States","New York Stock Exchange Inc.","USD"
"DND","DYE AND DURHAM LTD","Information Technology","Equity","543,950.26","0.02","543,950.26","16,850.00","32.28","Canada","Toronto Stock Exchange","CAD"
"SMS","SMART METERING SYSTEMS PLC","Industrials","Equity","544,113.02","0.02","544,113.02","48,364.00","11.25","United Kingdom","London Stock Exchange","GBP"
"FBK","FB FINANCIAL CORP","Financials","Equity","543,447.50","0.02","543,447.50","11,441.00","47.50","United States","New York Stock Exchange Inc.","USD"
"LIF","LABRADOR IRON ORE ROYALTY CORP","Materials","Equity","543,563.49","0.02","543,563.49","19,543.00","27.81","Canada","Toronto Stock Exchange","CAD"
"LZB","LA-Z-BOY INC","Consumer Discretionary","Equity","543,250.75","0.02","543,250.75","14,945.00","36.35","United States","New York Stock Exchange Inc.","USD"
"9989","SUNDRUG LTD","Consumer Staples","Equity","543,408.98","0.02","543,408.98","18,700.00","29.06","Japan","Tokyo Stock Exchange","JPY"
"2492","INFOMART CORP","Information Technology","Equity","542,996.36","0.02","542,996.36","50,000.00","10.86","Japan","Tokyo Stock Exchange","JPY"
"UNI","UNICAJA BANCO SA","Financials","Equity","543,017.19","0.02","543,017.19","537,549.00","1.01","Spain","Bolsa De Madrid","EUR"
"KOS","KOSMOS ENERGY LTD","Energy","Equity","541,919.42","0.02","541,919.42","157,994.00","3.43","United States","New York Stock Exchange Inc.","USD"
"HNI","HNI CORP","Industrials","Equity","541,910.17","0.02","541,910.17","13,477.00","40.21","United States","New York Stock Exchange Inc.","USD"
"RILY","B RILEY FINANCIAL INC","Financials","Equity","541,695.91","0.02","541,695.91","7,357.00","73.63","United States","NASDAQ","USD"
"SGM","SIMS LTD","Materials","Equity","541,012.13","0.02","541,012.13","51,089.00","10.59","Australia","Asx - All Markets","AUD"
"BAP","BAPCOR LTD","Consumer Discretionary","Equity","540,642.25","0.02","540,642.25","88,621.00","6.10","Australia","Asx - All Markets","AUD"
"INT","WORLD FUEL SERVICES CORP","Energy","Equity","538,979.56","0.02","538,979.56","19,346.00","27.86","United States","New York Stock Exchange Inc.","USD"
"4819","DIGITAL GARAGE INC","Information Technology","Equity","538,685.75","0.02","538,685.75","11,300.00","47.67","Japan","Tokyo Stock Exchange","JPY"
"PNDX B","PANDOX","Real Estate","Equity","538,247.03","0.02","538,247.03","31,516.00","17.08","Sweden","Nasdaq Omx Nordic","SEK"
"5929","SANWA HOLDINGS CORP","Industrials","Equity","537,289.85","0.02","537,289.85","48,000.00","11.19","Japan","Tokyo Stock Exchange","JPY"
"DOCS","DR. MARTENS PLC","Consumer Discretionary","Equity","536,778.58","0.02","536,778.58","104,841.00","5.12","United Kingdom","London Stock Exchange","GBP"
"7550","ZENSHO HOLDINGS LTD","Consumer Discretionary","Equity","536,789.43","0.02","536,789.43","22,900.00","23.44","Japan","Tokyo Stock Exchange","JPY"
"CNOB","CONNECTONE BANCORP INC","Financials","Equity","536,385.60","0.02","536,385.60","15,440.00","34.74","United States","NASDAQ","USD"
"TCL.A","TRANSCONTINENTAL SUB VOTING INC CL","Materials","Equity","536,263.12","0.02","536,263.12","33,719.00","15.90","Canada","Toronto Stock Exchange","CAD"
"BRW","BREWIN DOLPHIN HOLDINGS PLC","Financials","Equity","536,223.50","0.02","536,223.50","105,566.00","5.08","United Kingdom","London Stock Exchange","GBP"
"SBCF","SEACOAST BANKING OF FLORIDA","Financials","Equity","534,845.91","0.02","534,845.91","13,961.00","38.31","United States","NASDAQ","USD"
"AJB","AJ BELL PLC","Financials","Equity","534,915.13","0.02","534,915.13","96,738.00","5.53","United Kingdom","London Stock Exchange","GBP"
"PAG","PARAGON GROUP OF COMPANIES","Financials","Equity","533,692.41","0.02","533,692.41","73,694.00","7.24","United Kingdom","London Stock Exchange","GBP"
"IRWD","IRONWOOD PHARMA INC CLASS A","Health Care","Equity","533,431.51","0.02","533,431.51","43,123.00","12.37","United States","NASDAQ","USD"
"CY6U","ASCENDAS INDIA UNITS TRUST","Real Estate","Equity","533,150.28","0.02","533,150.28","507,300.00","1.05","Singapore","Singapore Exchange","SGD"
"ECN","ECN CAPITAL CORP","Financials","Equity","533,022.33","0.02","533,022.33","60,906.00","8.75","Canada","Toronto Stock Exchange","CAD"
"LNK","LINK ADMINISTRATION HLDG PTY LTD","Information Technology","Equity","532,642.15","0.02","532,642.15","156,666.00","3.40","Australia","Asx - All Markets","AUD"
"NSR","NATIONAL STORAGE REIT STAPLED UNIT","Real Estate","Equity","531,222.07","0.02","531,222.07","300,778.00","1.77","Australia","Asx - All Markets","AUD"
"PBB","DEUTSCHE PFANDBRIEFBANK AG","Financials","Equity","530,922.23","0.02","530,922.23","40,917.00","12.98","Germany","Xetra","EUR"
"4534","MOCHIDA PHARMACEUTICAL LTD","Health Care","Equity","530,376.19","0.02","530,376.19","17,900.00","29.63","Japan","Tokyo Stock Exchange","JPY"
"SUPN","SUPERNUS PHARMACEUTICALS INC","Health Care","Equity","530,120.52","0.02","530,120.52","16,074.00","32.98","United States","NASDAQ","USD"
"MGY","MAGNOLIA OIL GAS CORP CLASS A","Energy","Equity","529,259.85","0.02","529,259.85","26,397.00","20.05","United States","New York Stock Exchange Inc.","USD"
"TS0U","OUE COMMERCIAL REIT TRUST","Real Estate","Equity","529,218.90","0.02","529,218.90","1,625,123.00","0.33","Singapore","Singapore Exchange","SGD"
"ALEX","ALEXANDER AND BALDWIN INC","Real Estate","Equity","528,901.79","0.02","528,901.79","21,097.00","25.07","United States","New York Stock Exchange Inc.","USD"
"INO","INOVIO PHARMACEUTICALS INC","Health Care","Equity","528,617.28","0.02","528,617.28","74,244.00","7.12","United States","NASDAQ","USD"
"5706","MITSUI MINING AND SMELTING LTD","Materials","Equity","528,365.74","0.02","528,365.74","19,700.00","26.82","Japan","Tokyo Stock Exchange","JPY"
"9519","RENOVA INC","Utilities","Equity","528,440.37","0.02","528,440.37","11,400.00","46.35","Japan","Tokyo Stock Exchange","JPY"
"GFF","GRIFFON CORP","Industrials","Equity","528,120.96","0.02","528,120.96","18,848.00","28.02","United States","New York Stock Exchange Inc.","USD"
"7649","SUGI HOLDINGS LTD","Consumer Staples","Equity","528,089.20","0.02","528,089.20","7,300.00","72.34","Japan","Tokyo Stock Exchange","JPY"
"SRNE","SORRENTO THERAPEUTICS INC","Health Care","Equity","527,251.20","0.02","527,251.20","82,383.00","6.40","United States","NASDAQ","USD"
"CPK","CHESAPEAKE UTILITIES CORP","Utilities","Equity","527,502.88","0.02","527,502.88","3,992.00","132.14","United States","New York Stock Exchange Inc.","USD"
"NG","NOVAGOLD RESOURCES INC","Materials","Equity","527,270.93","0.02","527,270.93","66,007.00","7.99","Canada","Toronto Stock Exchange","CAD"
"WRLD","WORLD ACCEPTANCE CORP","Financials","Equity","527,480.58","0.02","527,480.58","2,222.00","237.39","United States","NASDAQ","USD"
"SIX3","SIXT PREF","Industrials","Equity","526,833.15","0.02","526,833.15","4,840.00","108.85","Germany","Xetra","EUR"
"K2LU","ARA LOGOS LOGISTICS REIT UNITS TRU","Real Estate","Equity","526,971.69","0.02","526,971.69","800,020.00","0.66","Singapore","Singapore Exchange","SGD"
"MOVE","MEDACTA GROUP SA","Health Care","Equity","526,214.46","0.02","526,214.46","3,040.00","173.10","Switzerland","SIX Swiss Exchange","CHF"
"CG","CENTERRA GOLD INC","Materials","Equity","525,414.12","0.02","525,414.12","61,563.00","8.53","Canada","Toronto Stock Exchange","CAD"
"MHO","M I HOMES INC","Consumer Discretionary","Equity","525,155.64","0.02","525,155.64","9,014.00","58.26","United States","New York Stock Exchange Inc.","USD"
"BEI.UN","BOARDWALK REAL ESTATE INVESTMENT T","Real Estate","Equity","525,027.43","0.02","525,027.43","12,094.00","43.41","Canada","Toronto Stock Exchange","CAD"
"5444","YAMATO KOGYO LTD","Materials","Equity","524,485.32","0.02","524,485.32","16,900.00","31.03","Japan","Tokyo Stock Exchange","JPY"
"2810","HOUSE FOODS GROUP","Consumer Staples","Equity","524,577.50","0.02","524,577.50","19,400.00","27.04","Japan","Tokyo Stock Exchange","JPY"
"OI","O I GLASS INC","Materials","Equity","524,298.84","0.02","524,298.84","42,419.00","12.36","United States","New York Stock Exchange Inc.","USD"
"FKRFT","FJORDKRAFT HOLDING","Utilities","Equity","524,375.11","0.02","524,375.11","89,917.00","5.83","Norway","Oslo Bors Asa","NOK"
"EURN","EURONAV NV","Energy","Equity","524,141.82","0.02","524,141.82","51,733.00","10.13","Belgium","Nyse Euronext - Euronext Brussels","EUR"
"QTRX","QUANTERIX CORP","Health Care","Equity","523,815.80","0.02","523,815.80","9,902.00","52.90","United States","NASDAQ","USD"
"ENLC","ENLINK MIDSTREAM COMMON UNITS","Energy","Equity","523,531.52","0.02","523,531.52","71,132.00","7.36","United States","New York Stock Exchange Inc.","USD"
"DNLM","DUNELM GROUP PLC","Consumer Discretionary","Equity","523,564.22","0.02","523,564.22","28,763.00","18.20","United Kingdom","London Stock Exchange","GBP"
"DRNA","DICERNA PHARMACEUTICALS INC","Health Care","Equity","523,112.80","0.02","523,112.80","23,996.00","21.80","United States","NASDAQ","USD"
"IDR","INDRA SISTEMAS SA","Information Technology","Equity","522,835.06","0.02","522,835.06","41,302.00","12.66","Spain","Bolsa De Madrid","EUR"
"COMM","COMMSCOPE HOLDING INC","Information Technology","Equity","522,216.54","0.02","522,216.54","55,437.00","9.42","United States","NASDAQ","USD"
"ALG","ALAMO GROUP INC","Industrials","Equity","521,905.24","0.02","521,905.24","3,316.00","157.39","United States","New York Stock Exchange Inc.","USD"
"RCKT","ROCKET PHARMACEUTICALS INC","Health Care","Equity","521,606.47","0.02","521,606.47","14,993.00","34.79","United States","NASDAQ","USD"
"BLD","BORAL LTD","Materials","Equity","521,633.37","0.02","521,633.37","107,890.00","4.83","Australia","Asx - All Markets","AUD"
"AZZ","AZZ INC","Industrials","Equity","521,222.52","0.02","521,222.52","9,204.00","56.63","United States","New York Stock Exchange Inc.","USD"
"MGOR","MEGA OR HOLDINGS LTD","Real Estate","Equity","521,277.21","0.02","521,277.21","12,555.00","41.52","Israel","Tel Aviv Stock Exchange","ILS"
"SCHO","SCHOUW AND CO","Consumer Staples","Equity","520,960.22","0.02","520,960.22","5,314.00","98.04","Denmark","Omx Nordic Exchange Copenhagen A/S","DKK"
"HUFV A","HUFVUDSTADEN CLASS A","Real Estate","Equity","520,968.26","0.02","520,968.26","31,883.00","16.34","Sweden","Nasdaq Omx Nordic","SEK"
"CLI","MACK-CALI REALTY REIT CORP","Real Estate","Equity","520,828.00","0.02","520,828.00","27,056.00","19.25","United States","New York Stock Exchange Inc.","USD"
"GEN","GENUIT GROUP PLC","Industrials","Equity","520,439.69","0.02","520,439.69","60,449.00","8.61","United Kingdom","London Stock Exchange","GBP"
"CMPR","CIMPRESS PLC","Industrials","Equity","520,564.24","0.02","520,564.24","5,978.00","87.08","United States","NASDAQ","USD"
"DRVN","DRIVEN BRANDS HOLDINGS INC","Industrials","Equity","520,252.11","0.02","520,252.11","16,853.00","30.87","United States","NASDAQ","USD"
"FBMS","FIRST BANCSHARES INC","Financials","Equity","519,832.80","0.02","519,832.80","12,330.00","42.16","United States","NASDAQ","USD"
"MATX","MATSON INC","Industrials","Equity","519,403.76","0.02","519,403.76","5,738.00","90.52","United States","New York Stock Exchange Inc.","USD"
"FORN","FORBO HOLDING AG","Consumer Discretionary","Equity","519,238.20","0.02","519,238.20","258.00","2,012.55","Switzerland","SIX Swiss Exchange","CHF"
"METSB","METSA BOARD CLASS B","Materials","Equity","519,073.11","0.02","519,073.11","56,085.00","9.26","Finland","Nasdaq Omx Helsinki Ltd.","EUR"
"APE","EAGERS AUTOMOTIVE LTD","Consumer Discretionary","Equity","518,376.85","0.02","518,376.85","48,782.00","10.63","Australia","Asx - All Markets","AUD"
"SGKN","ST.GALLER KANTONALBANK AG","Financials","Equity","518,037.65","0.02","518,037.65","1,109.00","467.12","Switzerland","SIX Swiss Exchange","CHF"
"ISCD","ISRACARD LTD","Financials","Equity","517,963.29","0.02","517,963.29","121,923.00","4.25","Israel","Tel Aviv Stock Exchange","ILS"
"BZU","BUZZI UNICEM SENZA VINCOLI DI RAPP","Materials","Equity","517,499.85","0.02","517,499.85","21,852.00","23.68","Italy","Borsa Italiana","EUR"
"2427","OUTSOURCING INC","Industrials","Equity","517,481.23","0.02","517,481.23","38,300.00","13.51","Japan","Tokyo Stock Exchange","JPY"
"RCUS","ARCUS BIOSCIENCES INC","Health Care","Equity","517,194.00","0.02","517,194.00","13,275.00","38.96","United States","New York Stock Exchange Inc.","USD"
"AML","ASTON MARTIN LAGONDA GLOBAL HOLDIN","Consumer Discretionary","Equity","517,134.22","0.02","517,134.22","23,052.00","22.43","United Kingdom","London Stock Exchange","GBP"
"1860","TODA CORP","Industrials","Equity","516,704.27","0.02","516,704.27","82,200.00","6.29","Japan","Tokyo Stock Exchange","JPY"
"MVIS","MICROVISION INC","Information Technology","Equity","516,363.64","0.02","516,363.64","59,284.00","8.71","United States","NASDAQ","USD"
"CLDX","CELLDEX THERAPEUTICS INC","Health Care","Equity","515,928.77","0.02","515,928.77","11,287.00","45.71","United States","NASDAQ","USD"
"IMU","IMUGENE LTD","Health Care","Equity","516,095.66","0.02","516,095.66","1,209,159.00","0.43","Australia","Asx - All Markets","AUD"
"J85","CDL HOSPITALITY REIT UNITS","Real Estate","Equity","515,721.08","0.02","515,721.08","553,029.00","0.93","Singapore","Singapore Exchange","SGD"
"JST","JOST WERKE AG","Industrials","Equity","515,568.06","0.02","515,568.06","8,952.00","57.59","Germany","Xetra","EUR"
"GO","GROCERY OUTLET HOLDING CORP","Consumer Staples","Equity","515,346.00","0.02","515,346.00","19,821.00","26.00","United States","NASDAQ","USD"
"IDL","ID LOGISTICS","Industrials","Equity","514,814.75","0.02","514,814.75","1,371.00","375.50","France","Nyse Euronext - Euronext Paris","EUR"
"ATRA","ATARA BIOTHERAPEUTICS INC","Health Care","Equity","513,948.40","0.02","513,948.40","29,708.00","17.30","United States","NASDAQ","USD"
"NELES","NELES","Industrials","Equity","513,168.26","0.02","513,168.26","33,662.00","15.24","Finland","Nasdaq Omx Helsinki Ltd.","EUR"
"HMN","ASCOTT RESIDENCE TRUST STAPLED UNI","Real Estate","Equity","512,860.72","0.02","512,860.72","641,622.00","0.80","Singapore","Singapore Exchange","SGD"
"8253","CREDIT SAISON LTD","Financials","Equity","512,075.85","0.02","512,075.85","46,000.00","11.13","Japan","Tokyo Stock Exchange","JPY"
"2343","PACIFIC BASIN SHIPPING LTD","Industrials","Equity","511,973.28","0.02","511,973.28","1,320,374.00","0.39","Hong Kong","Hong Kong Exchanges And Clearing Ltd","HKD"
"MSGE","MADISON SQUARE GARDEN ENTERTAINMEN","Communication","Equity","511,779.06","0.02","511,779.06","6,669.00","76.74","United States","New York Stock Exchange Inc.","USD"
"LXFR","LUXFER HOLDINGS PLC","Industrials","Equity","510,169.32","0.02","510,169.32","22,644.00","22.53","United States","New York Stock Exchange Inc.","USD"
"ALGT","ALLEGIANT TRAVEL","Industrials","Equity","510,170.04","0.02","510,170.04","2,682.00","190.22","United States","NASDAQ","USD"
"9301","MITSUBISHI LOGISTICS CORP","Industrials","Equity","510,012.73","0.02","510,012.73","19,300.00","26.43","Japan","Tokyo Stock Exchange","JPY"
"9076","SEINO HOLDINGS LTD","Industrials","Equity","510,063.65","0.02","510,063.65","43,100.00","11.83","Japan","Tokyo Stock Exchange","JPY"
"GCO","GRUPO CATALANA OCCIDENTE SA","Financials","Equity","509,472.47","0.02","509,472.47","14,268.00","35.71","Spain","Bolsa De Madrid","EUR"
"4088","AIR WATER INC","Materials","Equity","508,110.27","0.02","508,110.27","32,100.00","15.83","Japan","Tokyo Stock Exchange","JPY"
"XPER","XPERI HOLDING CORP","Information Technology","Equity","507,909.20","0.02","507,909.20","27,190.00","18.68","United States","NASDAQ","USD"
"TVTX","TRAVERE THERAPEUTICS INC","Health Care","Equity","508,025.59","0.02","508,025.59","17,111.00","29.69","United States","NASDAQ","USD"
"BGCP","BGC PARTNERS INC CLASS A","Financials","Equity","508,032.00","0.02","508,032.00","103,680.00","4.90","United States","NASDAQ","USD"
"CFFN","CAPITOL FEDERAL FINANCIAL INC","Financials","Equity","507,846.00","0.02","507,846.00","39,925.00","12.72","United States","NASDAQ","USD"
"CRR.UN","CROMBIE REAL ESTATE INVESTMENT TRU","Real Estate","Equity","507,102.73","0.02","507,102.73","33,672.00","15.06","Canada","Toronto Stock Exchange","CAD"
"BEKB","BEKAERT (D) SA","Materials","Equity","506,978.30","0.02","506,978.30","11,474.00","44.18","Belgium","Nyse Euronext - Euronext Brussels","EUR"
"GROW","MOLTEN VENTURES PLC","Financials","Equity","506,701.04","0.02","506,701.04","38,064.00","13.31","United Kingdom","London Stock Exchange","GBP"
"LNN","LINDSAY CORP","Industrials","Equity","506,385.44","0.02","506,385.44","3,278.00","154.48","United States","New York Stock Exchange Inc.","USD"
"AMG","AMG ADVANCED METALLURGICAL GROUP N","Materials","Equity","505,254.21","0.02","505,254.21","17,148.00","29.46","Netherlands","Euronext Amsterdam","EUR"
"FSZ","FIERA CAPITAL CORP CLASS A","Financials","Equity","504,801.38","0.02","504,801.38","58,162.00","8.68","Canada","Toronto Stock Exchange","CAD"
"9031","NISHI NIPPON RAILROAD LTD","Industrials","Equity","504,729.38","0.02","504,729.38","20,800.00","24.27","Japan","Tokyo Stock Exchange","JPY"
"8282","KS HOLDINGS CORP","Consumer Discretionary","Equity","504,565.21","0.02","504,565.21","48,500.00","10.40","Japan","Tokyo Stock Exchange","JPY"
"FLS","FLSMIDTH AND CO.","Industrials","Equity","503,231.89","0.02","503,231.89","13,018.00","38.66","Denmark","Omx Nordic Exchange Copenhagen A/S","DKK"
"TREE","LENDINGTREE INC","Financials","Equity","502,707.17","0.02","502,707.17","3,451.00","145.67","United States","NASDAQ","USD"
"4686","JUSTSYSTEMS CORP","Information Technology","Equity","502,366.01","0.02","502,366.01","9,900.00","50.74","Japan","Tokyo Stock Exchange","JPY"
"OEC","ORION ENGINEERED CARBONS SA","Materials","Equity","502,033.41","0.02","502,033.41","25,471.00","19.71","United States","New York Stock Exchange Inc.","USD"
"DANE","DANEL ADIR YEHOSHUA LTD","Industrials","Equity","501,766.59","0.02","501,766.59","2,263.00","221.73","Israel","Tel Aviv Stock Exchange","ILS"
"SAA1V","SANOMA","Communication","Equity","501,522.22","0.02","501,522.22","30,749.00","16.31","Finland","Nasdaq Omx Helsinki Ltd.","EUR"
"9044","NANKAI ELECTRIC RAILWAY LTD","Industrials","Equity","500,923.58","0.02","500,923.58","25,900.00","19.34","Japan","Tokyo Stock Exchange","JPY"
"TNC","TENNANT","Industrials","Equity","500,876.04","0.02","500,876.04","5,943.00","84.28","United States","New York Stock Exchange Inc.","USD"
"ALEC","ALECTOR INC","Health Care","Equity","500,051.37","0.02","500,051.37","20,139.00","24.83","United States","NASDAQ","USD"
"SEB","SEABOARD CORP","Consumer Staples","Equity","500,001.25","0.02","500,001.25","125.00","4,000.01","United States","Nyse Mkt Llc","USD"
"VLK","VAN LANSCHOT KEMPEN NV","Financials","Equity","499,119.64","0.02","499,119.64","18,400.00","27.13","Netherlands","Euronext Amsterdam","EUR"
"TBBK","BANCORP INC","Financials","Equity","498,402.29","0.02","498,402.29","15,619.00","31.91","United States","NASDAQ","USD"
"TGI","TRIUMPH GROUP INC","Industrials","Equity","497,917.42","0.02","497,917.42","21,658.00","22.99","United States","New York Stock Exchange Inc.","USD"
"HBH","HORNBACH HOLDING AG","Consumer Discretionary","Equity","497,608.53","0.02","497,608.53","3,721.00","133.73","Germany","Xetra","EUR"
"GRBK","GREEN BRICK PARTNERS INC","Consumer Discretionary","Equity","497,202.76","0.02","497,202.76","19,699.00","25.24","United States","NASDAQ","USD"
"GABC","GERMAN AMERICAN BANCORP INC","Financials","Equity","497,020.16","0.02","497,020.16","11,648.00","42.67","United States","NASDAQ","USD"
"ILCO","ISRAEL CORPORATION LTD","Materials","Equity","497,060.30","0.02","497,060.30","1,292.00","384.72","Israel","Tel Aviv Stock Exchange","ILS"
"DLX","DELUXE CORP","Industrials","Equity","496,897.20","0.02","496,897.20","13,240.00","37.53","United States","New York Stock Exchange Inc.","USD"
"6406","FUJITEC LTD","Industrials","Equity","496,750.80","0.02","496,750.80","22,400.00","22.18","Japan","Tokyo Stock Exchange","JPY"
"LNZ","LENZING AG","Materials","Equity","496,070.93","0.02","496,070.93","3,973.00","124.86","Austria","Wiener Boerse Ag","EUR"
"888","888 HOLDINGS PLC","Consumer Discretionary","Equity","495,456.76","0.02","495,456.76","101,582.00","4.88","United Kingdom","London Stock Exchange","GBP"
"ASHM","ASHMORE GROUP PLC","Financials","Equity","495,523.32","0.02","495,523.32","117,877.00","4.20","United Kingdom","London Stock Exchange","GBP"
"BHG","BHG GROUP","Consumer Discretionary","Equity","495,318.47","0.02","495,318.47","40,266.00","12.30","Sweden","Nasdaq Omx Nordic","SEK"
"3397","TORIDOLL HOLDINGS CORP","Consumer Discretionary","Equity","495,412.84","0.02","495,412.84","19,800.00","25.02","Japan","Tokyo Stock Exchange","JPY"
"MARR","MARR","Consumer Staples","Equity","495,170.92","0.02","495,170.92","21,324.00","23.22","Italy","Borsa Italiana","EUR"
"GWB","GREAT WESTERN BANCORP INC","Financials","Equity","494,811.12","0.02","494,811.12","13,837.00","35.76","United States","New York Stock Exchange Inc.","USD"
"TMP","TOMPKINS FINANCIAL CORP","Financials","Equity","494,804.68","0.02","494,804.68","5,906.00","83.78","United States","Nyse Mkt Llc","USD"
"BMED","BANCA MEDIOLANUM","Financials","Equity","494,049.39","0.02","494,049.39","47,573.00","10.39","Italy","Borsa Italiana","EUR"
"PBF","PBF ENERGY INC CLASS A","Energy","Equity","493,994.16","0.02","493,994.16","33,021.00","14.96","United States","New York Stock Exchange Inc.","USD"
"CVET","COVETRUS INC","Health Care","Equity","493,906.14","0.02","493,906.14","27,531.00","17.94","United States","NASDAQ","USD"
"CUBI","CUSTOMERS BANCORP INC","Financials","Equity","493,482.02","0.02","493,482.02","8,326.00","59.27","United States","New York Stock Exchange Inc.","USD"
