Fund Holdings as of,"10/Nov/2021"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Market Currency
"CWB","CANADIAN WESTERN BANK","Financials","Equity","319,901.76","0.01","319,901.76","9,728.00","32.88","Canada","Toronto Stock Exchange","CAD"
"J69U","FRASERS CENTREPOINT UNITS TRUST","Real Estate","Equity","319,200.68","0.01","319,200.68","185,900.00","1.72","Singapore","Singapore Exchange","SGD"
"8361","OGAKI KYORITSU BANK LTD","Financials","Equity","318,766.52","0.01","318,766.52","19,100.00","16.69","Japan","Tokyo Stock Exchange","JPY"
"ANGI","ANGI INC CLASS A","Communication","Equity","318,459.04","0.01","318,459.04","29,707.00","10.72","United States","NASDAQ","USD"
"MITK","MITEK SYSTEMS INC","Information Technology","Equity","318,529.68","0.01","318,529.68","18,088.00","17.61","United States","NASDAQ","USD"
"BAB","BABCOCK INTERNATIONAL GROUP PLC","Industrials","Equity","318,580.23","0.01","318,580.23","73,500.00","4.33","United Kingdom","London Stock Exchange","GBP"
"VETN","VETROPACK HOLDING SA","Materials","Equity","317,560.49","0.01","317,560.49","5,008.00","63.41","Switzerland","SIX Swiss Exchange","CHF"
"RTN","RESTAURANT GROUP PLC","Consumer Discretionary","Equity","317,161.78","0.01","317,161.78","292,782.00","1.08","United Kingdom","London Stock Exchange","GBP"
"2146","UT GROUP LTD","Industrials","Equity","316,728.85","0.01","316,728.85","8,600.00","36.83","Japan","Tokyo Stock Exchange","JPY"
"TIFS","TI FLUID SYSTEMS PLC","Consumer Discretionary","Equity","316,272.69","0.01","316,272.69","85,827.00","3.68","United Kingdom","London Stock Exchange","GBP"
"BTOU","MANULIFE US REAL ESTATE INVESTMENT","Real Estate","Equity","316,162.27","0.01","316,162.27","442,185.00","0.71","Singapore","Singapore Exchange","USD"
"MNKD","MANNKIND CORP","Health Care","Equity","315,901.56","0.01","315,901.56","65,676.00","4.81","United States","NASDAQ","USD"
"SWM","SCHWEITZER MAUDUIT INTERNATIONAL I","Materials","Equity","315,916.95","0.01","315,916.95","9,197.00","34.35","United States","New York Stock Exchange Inc.","USD"
"IVR","INVESCO MORTGAGE CAPITAL REIT INC","Financials","Equity","315,173.60","0.01","315,173.60","97,880.00","3.22","United States","New York Stock Exchange Inc.","USD"
"4348","INFOCOM CORP","Information Technology","Equity","314,680.65","0.01","314,680.65","16,300.00","19.31","Japan","Tokyo Stock Exchange","JPY"
"BDGI","BADGER INFRASTRUCTURE SOLUTIONS LT","Industrials","Equity","314,544.04","0.01","314,544.04","11,539.00","27.26","Canada","Toronto Stock Exchange","CAD"
"RAD","RITE AID CORP","Consumer Staples","Equity","314,036.34","0.01","314,036.34","23,057.00","13.62","United States","New York Stock Exchange Inc.","USD"
"H02","HAW PAR CORPORATION LTD","Health Care","Equity","313,780.11","0.01","313,780.11","33,200.00","9.45","Singapore","Singapore Exchange","SGD"
"PLOW","DOUGLAS DYNAMICS INC","Industrials","Equity","313,791.12","0.01","313,791.12","6,984.00","44.93","United States","New York Stock Exchange Inc.","USD"
"MT","MAIRE TECNIMONT","Industrials","Equity","313,278.05","0.01","313,278.05","70,607.00","4.44","Italy","Borsa Italiana","EUR"
"1926","RAITO KOGYO LTD","Industrials","Equity","313,126.73","0.01","313,126.73","18,300.00","17.11","Japan","Tokyo Stock Exchange","JPY"
"8977","HANKYU HANSHIN REIT INC","Real Estate","Equity","313,239.98","0.01","313,239.98","212.00","1,477.55","Japan","Tokyo Stock Exchange","JPY"
"2327","NS SOLUTIONS CORP","Information Technology","Equity","313,006.45","0.01","313,006.45","10,100.00","30.99","Japan","Tokyo Stock Exchange","JPY"
"ZGNX","ZOGENIX INC","Health Care","Equity","312,619.50","0.01","312,619.50","20,169.00","15.50","United States","NASDAQ","USD"
"1941","CHUDENKO CORP","Industrials","Equity","312,457.75","0.01","312,457.75","16,500.00","18.94","Japan","Tokyo Stock Exchange","JPY"
"NUF","NUFARM LTD","Materials","Equity","312,209.40","0.01","312,209.40","82,220.00","3.80","Australia","Asx - All Markets","AUD"
"9412","SKY PERFECT JSAT HOLDINGS INC","Communication","Equity","312,133.80","0.01","312,133.80","82,300.00","3.79","Japan","Tokyo Stock Exchange","JPY"
"CHCO","CITY HOLDING","Financials","Equity","311,613.36","0.01","311,613.36","3,758.00","82.92","United States","NASDAQ","USD"
"FLNG","FLEX LNG LTD","Energy","Equity","311,206.83","0.01","311,206.83","15,018.00","20.72","Norway","Oslo Bors Asa","NOK"
"MTW","MANITOWOC INC","Industrials","Equity","310,719.92","0.01","310,719.92","14,098.00","22.04","United States","New York Stock Exchange Inc.","USD"
"SSP","EW SCRIPPS CLASS A","Communication","Equity","310,547.63","0.01","310,547.63","14,923.00","20.81","United States","NASDAQ","USD"
"4634","TOYO INK SC HOLDINGS LTD","Materials","Equity","310,353.36","0.01","310,353.36","17,800.00","17.44","Japan","Tokyo Stock Exchange","JPY"
"U96","SEMBCORP INDUSTRIES LTD","Utilities","Equity","310,414.09","0.01","310,414.09","203,600.00","1.52","Singapore","Singapore Exchange","SGD"
"DHG","DOMAIN HOLDINGS AUSTRALIA LTD","Communication","Equity","310,442.17","0.01","310,442.17","78,266.00","3.97","Australia","Asx - All Markets","AUD"
"AGL","AUTOGRILL","Consumer Discretionary","Equity","310,200.52","0.01","310,200.52","38,167.00","8.13","Italy","Borsa Italiana","EUR"
"SIL","SILVERCREST METALS INC","Materials","Equity","310,139.41","0.01","310,139.41","33,013.00","9.39","Canada","Toronto Stock Exchange","CAD"
"GTES","GATES INDUSTRIAL PLC","Industrials","Equity","309,987.27","0.01","309,987.27","18,033.00","17.19","United States","New York Stock Exchange Inc.","USD"
"8111","GOLDWIN INC","Consumer Discretionary","Equity","309,731.79","0.01","309,731.79","4,900.00","63.21","Japan","Tokyo Stock Exchange","JPY"
"DTL","DATA#3 LTD","Information Technology","Equity","309,676.84","0.01","309,676.84","73,185.00","4.23","Australia","Asx - All Markets","AUD"
"8388","AWA BANK LTD","Financials","Equity","309,389.40","0.01","309,389.40","17,000.00","18.20","Japan","Tokyo Stock Exchange","JPY"
"4521","KAKEN PHARMACEUTICAL LTD","Health Care","Equity","309,196.26","0.01","309,196.26","8,200.00","37.71","Japan","Tokyo Stock Exchange","JPY"
"CRMT","AMERICAS CAR MART INC","Consumer Discretionary","Equity","309,225.84","0.01","309,225.84","2,436.00","126.94","United States","NASDAQ","USD"
"ESP","EMPIRIC STUDENT PROPERTY PLC","Real Estate","Equity","308,879.56","0.01","308,879.56","260,511.00","1.19","United Kingdom","London Stock Exchange","GBP"
"ACAD","ACADEMEDIA","Consumer Discretionary","Equity","308,926.93","0.01","308,926.93","45,841.00","6.74","Sweden","Nasdaq Omx Nordic","SEK"
"142","FIRST PACIFIC LTD","Consumer Staples","Equity","308,925.28","0.01","308,925.28","824,000.00","0.37","Hong Kong","Hong Kong Exchanges And Clearing Ltd","HKD"
"7189","NISHI-NIPPON FINANCIAL HOLDINGS IN","Financials","Equity","308,727.45","0.01","308,727.45","45,200.00","6.83","Japan","Tokyo Stock Exchange","JPY"
"ABC","ADBRI LTD","Materials","Equity","308,210.88","0.01","308,210.88","135,541.00","2.27","Australia","Asx - All Markets","AUD"
"CDA","COMPAGNIE DES ALPES SA","Consumer Discretionary","Equity","307,872.73","0.01","307,872.73","17,222.00","17.88","France","Nyse Euronext - Euronext Paris","EUR"
"7860","AVEX INC","Communication","Equity","308,008.43","0.01","308,008.43","19,900.00","15.48","Japan","Tokyo Stock Exchange","JPY"
"1942","KANDENKO LTD","Industrials","Equity","307,249.02","0.01","307,249.02","40,600.00","7.57","Japan","Tokyo Stock Exchange","JPY"
"PETS","PETMED EXPRESS INC","Consumer Discretionary","Equity","306,789.21","0.01","306,789.21","10,361.00","29.61","United States","NASDAQ","USD"
"BHLB","BERKSHIRE HILLS BANCORP INC","Financials","Equity","306,955.80","0.01","306,955.80","11,002.00","27.90","United States","New York Stock Exchange Inc.","USD"
"DEG","DE GREY MINING LTD","Materials","Equity","306,766.64","0.01","306,766.64","360,917.00","0.85","Australia","Asx - All Markets","AUD"
"GGP","GREATLAND GOLD PLC","Materials","Equity","306,734.39","0.01","306,734.39","1,414,022.00","0.22","United Kingdom","London Stock Exchange","GBP"
"2979","SOSILA LOGISTICS REIT INC","Real Estate","Equity","306,676.62","0.01","306,676.62","205.00","1,495.98","Japan","Tokyo Stock Exchange","JPY"
"CGC","COSTA GROUP HOLDINGS LTD","Consumer Staples","Equity","306,431.92","0.01","306,431.92","136,526.00","2.24","Australia","Asx - All Markets","AUD"
"8628","MATSUI SECURITIES LTD","Financials","Equity","305,897.02","0.01","305,897.02","42,700.00","7.16","Japan","Tokyo Stock Exchange","JPY"
"SKLZ","SKILLZ INC CLASS A","Communication","Equity","305,688.40","0.01","305,688.40","25,645.00","11.92","United States","New York Stock Exchange Inc.","USD"
"8276","HEIWADO LTD","Consumer Staples","Equity","305,665.25","0.01","305,665.25","17,800.00","17.17","Japan","Tokyo Stock Exchange","JPY"
"PRSM","BLUE PRISM GROUP PLC","Information Technology","Equity","305,307.35","0.01","305,307.35","20,232.00","15.09","United Kingdom","London Stock Exchange","GBP"
"8218","KOMERI LTD","Consumer Discretionary","Equity","305,116.54","0.01","305,116.54","13,100.00","23.29","Japan","Tokyo Stock Exchange","JPY"
"CAV1V","CAVERION","Industrials","Equity","304,916.58","0.01","304,916.58","40,726.00","7.49","Finland","Nasdaq Omx Helsinki Ltd.","EUR"
"BB","BIC SA","Industrials","Equity","304,832.78","0.01","304,832.78","5,225.00","58.34","France","Nyse Euronext - Euronext Paris","EUR"
"4044","CENTRAL GLASS LTD","Industrials","Equity","304,422.11","0.01","304,422.11","16,800.00","18.12","Japan","Tokyo Stock Exchange","JPY"
"4212","SEKISUI JUSHI CORP","Industrials","Equity","304,372.94","0.01","304,372.94","16,400.00","18.56","Japan","Tokyo Stock Exchange","JPY"
"C2PU","PARKWAY LIFE REIT TRUST","Real Estate","Equity","304,047.96","0.01","304,047.96","84,704.00","3.59","Singapore","Singapore Exchange","SGD"
"6035","IR JAPAN HOLDINGS LTD","Industrials","Equity","304,200.87","0.01","304,200.87","4,200.00","72.43","Japan","Tokyo Stock Exchange","JPY"
"ILTY","ILLIMITY BANK","Financials","Equity","303,954.65","0.01","303,954.65","19,318.00","15.73","Italy","Borsa Italiana","EUR"
"RPT","RPT REALTY","Real Estate","Equity","303,496.20","0.01","303,496.20","21,756.00","13.95","United States","New York Stock Exchange Inc.","USD"
"PARR","PAR PACIFIC HOLDINGS INC","Energy","Equity","303,512.23","0.01","303,512.23","19,369.00","15.67","United States","New York Stock Exchange Inc.","USD"
"6323","RORZE CORP","Information Technology","Equity","302,971.77","0.01","302,971.77","2,900.00","104.47","Japan","Tokyo Stock Exchange","JPY"
"SCS","STEELCASE INC CLASS A","Industrials","Equity","303,026.22","0.01","303,026.22","24,879.00","12.18","United States","New York Stock Exchange Inc.","USD"
"POLY","PLANTRONICS INC","Information Technology","Equity","302,734.95","0.01","302,734.95","10,785.00","28.07","United States","New York Stock Exchange Inc.","USD"
"BANC","BANC OF CALIFORNIA INC","Financials","Equity","302,054.40","0.01","302,054.40","13,984.00","21.60","United States","New York Stock Exchange Inc.","USD"
"NOS","NOS SGPS SA","Communication","Equity","301,970.22","0.01","301,970.22","76,790.00","3.93","Portugal","Nyse Euronext - Euronext Lisbon","EUR"
"DIC","DIC ASSET AG","Real Estate","Equity","302,186.93","0.01","302,186.93","16,552.00","18.26","Germany","Xetra","EUR"
"SPEN","SHAPIR ENGINEERING AND INDUSTRY LT","Industrials","Equity","302,066.99","0.01","302,066.99","35,673.00","8.47","Israel","Tel Aviv Stock Exchange","ILS"
"CHEF","CHEFS WAREHOUSE INC","Consumer Staples","Equity","301,603.20","0.01","301,603.20","8,544.00","35.30","United States","NASDAQ","USD"
"AVID","AVID TECHNOLOGY INC","Information Technology","Equity","301,028.20","0.01","301,028.20","9,340.00","32.23","United States","NASDAQ","USD"
"AXL","AMERICAN AXLE AND MANUFACTURING HO","Consumer Discretionary","Equity","301,117.70","0.01","301,117.70","31,730.00","9.49","United States","New York Stock Exchange Inc.","USD"
"5711","MITSUBISHI MATERIALS CORP","Materials","Equity","300,434.57","0.01","300,434.57","17,000.00","17.67","Japan","Tokyo Stock Exchange","JPY"
"HBR","HARBOUR ENERGY PLC","Energy","Equity","300,029.36","0.01","300,029.36","62,132.00","4.83","United Kingdom","London Stock Exchange","GBP"
"CTS","CTS CORP","Information Technology","Equity","299,886.20","0.01","299,886.20","8,116.00","36.95","United States","New York Stock Exchange Inc.","USD"
"COOR","COOR SERVICE MANAGEMENT HOLDING","Industrials","Equity","299,146.65","0.01","299,146.65","28,804.00","10.39","Sweden","Nasdaq Omx Nordic","SEK"
"3046","JINS HOLDINGS INC","Consumer Discretionary","Equity","298,845.53","0.01","298,845.53","4,600.00","64.97","Japan","Tokyo Stock Exchange","JPY"
"8273","IZUMI LTD","Consumer Discretionary","Equity","298,547.03","0.01","298,547.03","9,800.00","30.46","Japan","Tokyo Stock Exchange","JPY"
"CNDT","CONDUENT INC","Information Technology","Equity","297,840.36","0.01","297,840.36","50,396.00","5.91","United States","NASDAQ","USD"
"IVSO","INVISIO","Industrials","Equity","297,858.11","0.01","297,858.11","15,447.00","19.28","Sweden","Nasdaq Omx Nordic","SEK"
"JRVR","JAMES RIVER GROUP HOLDINGS LTD","Financials","Equity","297,389.40","0.01","297,389.40","10,362.00","28.70","United States","NASDAQ","USD"
"PHARM","PHARMING GROUP NV","Health Care","Equity","297,375.93","0.01","297,375.93","316,776.00","0.94","Netherlands","Euronext Amsterdam","EUR"
"7220","MUSASHI SEIMITSU INDUSTRY LTD","Consumer Discretionary","Equity","297,058.95","0.01","297,058.95","18,500.00","16.06","Japan","Tokyo Stock Exchange","JPY"
"7616","COLOWIDE LTD","Consumer Discretionary","Equity","296,921.12","0.01","296,921.12","20,800.00","14.28","Japan","Tokyo Stock Exchange","JPY"
"GLJ","GRENKE N AG","Financials","Equity","296,674.59","0.01","296,674.59","7,908.00","37.52","Germany","Xetra","EUR"
"6744","NOHMI BOSAI LTD","Information Technology","Equity","296,598.92","0.01","296,598.92","16,700.00","17.76","Japan","Tokyo Stock Exchange","JPY"
"4559","ZERIA PHARMACEUTICAL LTD","Health Care","Equity","296,571.70","0.01","296,571.70","16,600.00","17.87","Japan","Tokyo Stock Exchange","JPY"
"CLIN","CLINIGEN GROUP PLC","Health Care","Equity","296,466.52","0.01","296,466.52","37,581.00","7.89","United Kingdom","London Stock Exchange","GBP"
"TRQ","TURQUOISE HILL RESOURCES LTD","Materials","Equity","296,172.56","0.01","296,172.56","26,027.00","11.38","Canada","Toronto Stock Exchange","CAD"
"BELL","BELL FOOD GROUP AG","Consumer Staples","Equity","296,314.32","0.01","296,314.32","899.00","329.60","Switzerland","SIX Swiss Exchange","CHF"
"EBIX","EBIX INC","Information Technology","Equity","296,370.12","0.01","296,370.12","8,391.00","35.32","United States","NASDAQ","USD"
"3543","KOMEDA HOLDINGS LTD","Consumer Discretionary","Equity","296,280.23","0.01","296,280.23","16,600.00","17.85","Japan","Tokyo Stock Exchange","JPY"
"UTL","UNITIL CORP","Utilities","Equity","296,104.50","0.01","296,104.50","6,807.00","43.50","United States","New York Stock Exchange Inc.","USD"
"MRTN","MARTEN TRANSPORT LTD","Industrials","Equity","296,094.15","0.01","296,094.15","17,145.00","17.27","United States","NASDAQ","USD"
"6101","TSUGAMI CORP","Industrials","Equity","295,433.91","0.01","295,433.91","22,600.00","13.07","Japan","Tokyo Stock Exchange","JPY"
"BYW6","BAYWA AG","Industrials","Equity","295,580.03","0.01","295,580.03","6,563.00","45.04","Germany","Xetra","EUR"
"4549","EIKEN CHEMICAL LTD","Health Care","Equity","295,351.39","0.01","295,351.39","17,800.00","16.59","Japan","Tokyo Stock Exchange","JPY"
"3167","TOKAI HOLDINGS CORP","Industrials","Equity","294,989.68","0.01","294,989.68","38,800.00","7.60","Japan","Tokyo Stock Exchange","JPY"
"9401","TBS HOLDINGS INC","Communication","Equity","294,653.44","0.01","294,653.44","17,900.00","16.46","Japan","Tokyo Stock Exchange","JPY"
"FN","FIRST NATIONAL FINANCIAL CORP","Financials","Equity","294,837.38","0.01","294,837.38","8,473.00","34.80","Canada","Toronto Stock Exchange","CAD"
"HRTX","HERON THERAPEUTICS INC","Health Care","Equity","294,241.64","0.01","294,241.64","25,322.00","11.62","United States","NASDAQ","USD"
"9832","AUTOBACS SEVEN LTD","Consumer Discretionary","Equity","294,196.04","0.01","294,196.04","23,800.00","12.36","Japan","Tokyo Stock Exchange","JPY"
"CSII","CARDIOVASCULAR SYSTEMS INC","Health Care","Equity","293,996.56","0.01","293,996.56","10,777.00","27.28","United States","NASDAQ","USD"
"NLFSK","NILFISK HOLDING","Industrials","Equity","293,662.70","0.01","293,662.70","8,173.00","35.93","Denmark","Omx Nordic Exchange Copenhagen A/S","DKK"
"4680","ROUND ONE CORP","Consumer Discretionary","Equity","293,765.86","0.01","293,765.86","21,700.00","13.54","Japan","Tokyo Stock Exchange","JPY"
"ECOL","US ECOLOGY INC","Industrials","Equity","293,491.50","0.01","293,491.50","8,326.00","35.25","United States","NASDAQ","USD"
"DPM","DUNDEE PRECIOUS METALS INC","Materials","Equity","293,371.86","0.01","293,371.86","40,743.00","7.20","Canada","Toronto Stock Exchange","CAD"
"POG","PETROPAVLOVSK PLC","Materials","Equity","293,080.87","0.01","293,080.87","920,152.00","0.32","United Kingdom","London Stock Exchange","GBP"
"5703","NIPPON LIGHT METAL HOLDINGS LTD","Materials","Equity","293,064.92","0.01","293,064.92","19,010.00","15.42","Japan","Tokyo Stock Exchange","JPY"
"8242","H2O RETAILING CORP","Consumer Discretionary","Equity","292,791.36","0.01","292,791.36","38,600.00","7.59","Japan","Tokyo Stock Exchange","JPY"
"8130","SANGETSU CORP","Consumer Discretionary","Equity","292,838.77","0.01","292,838.77","21,300.00","13.75","Japan","Tokyo Stock Exchange","JPY"
"8129","TOHO HOLDINGS LTD","Health Care","Equity","292,554.32","0.01","292,554.32","18,700.00","15.64","Japan","Tokyo Stock Exchange","JPY"
"BHE","BENCHMARK ELECTRONICS INC","Information Technology","Equity","292,409.30","0.01","292,409.30","11,182.00","26.15","United States","New York Stock Exchange Inc.","USD"
"S08","SINGAPORE POST LTD","Industrials","Equity","292,390.55","0.01","292,390.55","589,647.00","0.50","Singapore","Singapore Exchange","SGD"
"BFLY","BUTTERFLY NETWORK INC CLASS A","Health Care","Equity","292,094.31","0.01","292,094.31","31,307.00","9.33","United States","New York Stock Exchange Inc.","USD"
"PING","PING IDENTITY HOLDING CORP","Information Technology","Equity","291,766.58","0.01","291,766.58","10,339.00","28.22","United States","New York Stock Exchange Inc.","USD"
"ZV","ZIGNAGO VETRO","Materials","Equity","291,818.06","0.01","291,818.06","13,829.00","21.10","Italy","Borsa Italiana","EUR"
"YIT","YIT","Industrials","Equity","291,382.90","0.01","291,382.90","51,732.00","5.63","Finland","Nasdaq Omx Helsinki Ltd.","EUR"
"DEZ","DEUTZ AG","Industrials","Equity","291,137.71","0.01","291,137.71","34,791.00","8.37","Germany","Xetra","EUR"
"CPI","CAPITA PLC","Information Technology","Equity","291,006.16","0.01","291,006.16","470,964.00","0.62","United Kingdom","London Stock Exchange","GBP"
"6412","HEIWA CORP","Consumer Discretionary","Equity","290,895.04","0.01","290,895.04","15,600.00","18.65","Japan","Tokyo Stock Exchange","JPY"
"EIF","EXCHANGE INCOME CORP","Industrials","Equity","291,075.18","0.01","291,075.18","8,165.00","35.65","Canada","Toronto Stock Exchange","CAD"
"GRT.UN","GRANITE REAL ESTATE INVESTMENT STA","Real Estate","Equity","290,201.78","0.01","290,201.78","3,618.00","80.21","Canada","Toronto Stock Exchange","CAD"
"OBNK","ORIGIN BANCORP INC","Financials","Equity","289,960.30","0.01","289,960.30","6,209.00","46.70","United States","NASDAQ","USD"
"BGA","BEGA CHEESE LTD","Consumer Staples","Equity","289,542.43","0.01","289,542.43","71,537.00","4.05","Australia","Asx - All Markets","AUD"
"ZEL","Z ENERGY LTD","Energy","Equity","289,166.60","0.01","289,166.60","113,332.00","2.55","New Zealand","New Zealand Exchange Ltd","NZD"
"ETWO","E2OPEN PARENT HOLDINGS INC CLASS A","Information Technology","Equity","288,824.03","0.01","288,824.03","24,539.00","11.77","United States","New York Stock Exchange Inc.","USD"
"TARO","TARO PHARMACEUTICAL INDUSTRIES LTD","Health Care","Equity","288,477.54","0.01","288,477.54","5,031.00","57.34","Israel","New York Stock Exchange Inc.","USD"
"HUB","HUB24 LTD","Financials","Equity","288,539.93","0.01","288,539.93","13,414.00","21.51","Australia","Asx - All Markets","AUD"
"CLOV","CLOVER HEALTH INVESTMENTS CORP CLA","Health Care","Equity","288,226.74","0.01","288,226.74","40,143.00","7.18","United States","NASDAQ","USD"
"8020","KANEMATSU CORP","Industrials","Equity","287,897.81","0.01","287,897.81","25,500.00","11.29","Japan","Tokyo Stock Exchange","JPY"
"799","IGG INC","Communication","Equity","287,709.52","0.01","287,709.52","302,000.00","0.95","Hong Kong","Hong Kong Exchanges And Clearing Ltd","HKD"
"XENT","INTERSECT ENT INC","Health Care","Equity","287,718.43","0.01","287,718.43","10,613.00","27.11","United States","NASDAQ","USD"
"WAWI","WALLENIUS WILHELMSEN","Industrials","Equity","287,668.82","0.01","287,668.82","54,393.00","5.29","Norway","Oslo Bors Asa","NOK"
"CGG","CGG SA","Energy","Equity","287,339.46","0.01","287,339.46","354,446.00","0.81","France","Nyse Euronext - Euronext Paris","EUR"
"DNO","DNO","Energy","Equity","287,327.82","0.01","287,327.82","194,556.00","1.48","Norway","Oslo Bors Asa","NOK"
"EQN","EQUINITI GROUP PLC","Information Technology","Equity","286,733.93","0.01","286,733.93","118,625.00","2.42","United Kingdom","London Stock Exchange","GBP"
"EDR","ENDEAVOUR SILVER CORP","Materials","Equity","286,173.46","0.01","286,173.46","51,534.00","5.55","Canada","Toronto Stock Exchange","CAD"
"CPSI","COMPUTER PROGRAMS AND SYSTEMS INC","Health Care","Equity","286,172.05","0.01","286,172.05","8,545.00","33.49","United States","NASDAQ","USD"
"RMS","RAMELIUS RESOURCES LTD","Materials","Equity","285,553.45","0.01","285,553.45","234,461.00","1.22","Australia","Asx - All Markets","AUD"
"3549","KUSURI NO AOKI HOLDINGS LTD","Consumer Staples","Equity","285,395.72","0.01","285,395.72","4,200.00","67.95","Japan","Tokyo Stock Exchange","JPY"
"AROC","ARCHROCK INC","Energy","Equity","285,400.26","0.01","285,400.26","34,098.00","8.37","United States","New York Stock Exchange Inc.","USD"
"XFAB","X-FAB SILICON FOUNDRIES","Information Technology","Equity","285,221.18","0.01","285,221.18","27,301.00","10.45","France","Nyse Euronext - Euronext Paris","EUR"
"DNOW","NOW INC","Industrials","Equity","285,253.20","0.01","285,253.20","30,090.00","9.48","United States","New York Stock Exchange Inc.","USD"
"SPI","SPIRE HEALTHCARE GROUP PLCINARY","Health Care","Equity","285,167.90","0.01","285,167.90","89,493.00","3.19","United Kingdom","London Stock Exchange","GBP"
"RRL","REGIS RESOURCES LTD","Materials","Equity","284,430.44","0.01","284,430.44","192,292.00","1.48","Australia","Asx - All Markets","AUD"
"WETF","WISDOMTREE INVESTMENTS INC","Financials","Equity","284,479.72","0.01","284,479.72","43,234.00","6.58","United States","NASDAQ","USD"
"8806","DAIBIRU CORP","Real Estate","Equity","284,210.53","0.01","284,210.53","21,800.00","13.04","Japan","Tokyo Stock Exchange","JPY"
"9409","TV ASAHI HOLDINGS CORP","Communication","Equity","284,092.88","0.01","284,092.88","18,200.00","15.61","Japan","Tokyo Stock Exchange","JPY"
"EFGN","EFG INTERNATIONAL AG","Financials","Equity","284,186.19","0.01","284,186.19","38,292.00","7.42","Switzerland","SIX Swiss Exchange","CHF"
"3191","JOYFUL HONDA LTD","Consumer Discretionary","Equity","283,279.93","0.01","283,279.93","20,500.00","13.82","Japan","Tokyo Stock Exchange","JPY"
"KURA","KURA ONCOLOGY INC","Health Care","Equity","282,825.84","0.01","282,825.84","15,818.00","17.88","United States","NASDAQ","USD"
"COPN","COSMO PHARMACEUTICALS NV","Health Care","Equity","282,695.23","0.01","282,695.23","3,505.00","80.65","Switzerland","SIX Swiss Exchange","CHF"
"LXI","LXI REIT PLC","Real Estate","Equity","282,678.12","0.01","282,678.12","145,092.00","1.95","United Kingdom","London Stock Exchange","GBP"
"AKA","AKKA TECHNOLOGIES","Industrials","Equity","282,525.77","0.01","282,525.77","5,110.00","55.29","France","Nyse Euronext - Euronext Paris","EUR"
"LPK","LPKF LASER & ELECTRONICS AG","Information Technology","Equity","282,021.37","0.01","282,021.37","12,085.00","23.34","Germany","Xetra","EUR"
"MYE","MYERS INDUSTRIES INC","Materials","Equity","281,957.88","0.01","281,957.88","13,674.00","20.62","United States","New York Stock Exchange Inc.","USD"
"WW","WW INTERNATIONAL INC","Consumer Discretionary","Equity","281,500.45","0.01","281,500.45","13,685.00","20.57","United States","NASDAQ","USD"
"4045","TOAGOSEI LTD","Materials","Equity","280,865.63","0.01","280,865.63","25,800.00","10.89","Japan","Tokyo Stock Exchange","JPY"
"LAS.A","LASSONDE INDUSTRIES SUB VOTING INC","Consumer Staples","Equity","280,568.17","0.01","280,568.17","1,995.00","140.64","Canada","Toronto Stock Exchange","CAD"
"BFS","SAUL CENTERS REIT INC","Real Estate","Equity","280,457.00","0.01","280,457.00","5,450.00","51.46","United States","New York Stock Exchange Inc.","USD"
"TPB","TURNING POINT BRANDS INC","Consumer Staples","Equity","280,171.44","0.01","280,171.44","6,872.00","40.77","United States","New York Stock Exchange Inc.","USD"
"8616","TOKAI TOKYO FINANCIAL HOLDINGS INC","Financials","Equity","279,828.80","0.01","279,828.80","84,100.00","3.33","Japan","Tokyo Stock Exchange","JPY"
"FORTY","FORMULA SYSTEMS LTD","Information Technology","Equity","279,937.06","0.01","279,937.06","2,395.00","116.88","Israel","Tel Aviv Stock Exchange","ILS"
"CAMX","CAMURUS","Health Care","Equity","279,728.43","0.01","279,728.43","14,763.00","18.95","Sweden","Nasdaq Omx Nordic","SEK"
"6013","TAKUMA LTD","Industrials","Equity","279,285.37","0.01","279,285.37","22,000.00","12.69","Japan","Tokyo Stock Exchange","JPY"
"LORL","LORAL SPACE AND COMMUNICATIONS INC","Communication","Equity","279,375.72","0.01","279,375.72","5,777.00","48.36","United States","NASDAQ","USD"
"6395","TADANO LTD","Industrials","Equity","279,137.88","0.01","279,137.88","27,600.00","10.11","Japan","Tokyo Stock Exchange","JPY"
"SRDX","SURMODICS INC","Health Care","Equity","279,021.00","0.01","279,021.00","5,471.00","51.00","United States","NASDAQ","USD"
"FDP","FRESH DEL MONTE PRODUCE INC","Consumer Staples","Equity","278,921.16","0.01","278,921.16","9,513.00","29.32","United States","New York Stock Exchange Inc.","USD"
"TPZ","TOPAZ ENERGY CORP","Energy","Equity","278,144.21","0.01","278,144.21","19,175.00","14.51","Canada","Toronto Stock Exchange","CAD"
"TSVT","2SEVENTY BIO INC WHEN ISSUED","Health Care","Equity","277,871.20","0.01","277,871.20","6,878.00","40.40","United States","NASDAQ","USD"
"FDEV","FRONTIER DEVELOPMENTS PLC","Communication","Equity","277,292.98","0.01","277,292.98","8,452.00","32.81","United Kingdom","London Stock Exchange","GBP"
"REVG","REV GROUP INC","Industrials","Equity","277,418.12","0.01","277,418.12","15,638.00","17.74","United States","New York Stock Exchange Inc.","USD"
"CAF","CONSTRUCCIONES Y AUXILIAR DE FERRO","Industrials","Equity","277,191.32","0.01","277,191.32","6,139.00","45.15","Spain","Bolsa De Madrid","EUR"
