iShares Russell 3000 ETF
Fund Holdings as of,"Nov 09, 2021"
Inception Date,"May 22, 2000"
Shares Outstanding,"45,850,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"LQDT","LIQUIDITY SERVICES INC","Consumer Discretionary","Equity","138,388.94","0.00","138,388.94","5,822.00","23.77","United States","NASDAQ","USD","1.00","USD","-"
"TCMD","TACTILE SYSTEMS TECHNOLOGY INC","Health Care","Equity","139,230.00","0.00","139,230.00","4,760.00","29.25","United States","NASDAQ","USD","1.00","USD","-"
"ARQT","ARCUTIS BIOTHERAPEUTICS INC","Health Care","Equity","139,105.20","0.00","139,105.20","6,266.00","22.20","United States","NASDAQ","USD","1.00","USD","-"
"HEAR","TURTLE BEACH CORP","Information Technology","Equity","137,172.24","0.00","137,172.24","4,808.00","28.53","United States","NASDAQ","USD","1.00","USD","-"
"QMCO","QUANTUM CORP","Information Technology","Equity","137,260.52","0.00","137,260.52","19,442.00","7.06","United States","NASDAQ","USD","1.00","USD","-"
"MRSN","MERSANA THERAPEUTICS INC","Health Care","Equity","137,421.20","0.00","137,421.20","14,435.00","9.52","United States","NASDAQ","USD","1.00","USD","-"
"RMAX","RE MAX HOLDINGS INC CLASS A","Real Estate","Equity","138,072.16","0.00","138,072.16","4,496.00","30.71","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MOD","MODINE MANUFACTURING","Consumer Discretionary","Equity","137,652.68","0.00","137,652.68","11,836.00","11.63","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KRO","KRONOS WORLDWIDE INC","Materials","Equity","137,049.70","0.00","137,049.70","9,665.00","14.18","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CNSL","CONSOLIDATED COMMUNICATIONS HOLDIN","Communication","Equity","137,571.96","0.00","137,571.96","16,204.00","8.49","United States","NASDAQ","USD","1.00","USD","-"
"GTHX","G1 THERAPEUTICS INC","Health Care","Equity","137,303.40","0.00","137,303.40","9,105.00","15.08","United States","NASDAQ","USD","1.00","USD","-"
"FDMT","4D MOLECULAR THERAPEUTICS INC","Health Care","Equity","137,848.75","0.00","137,848.75","5,525.00","24.95","United States","NASDAQ","USD","1.00","USD","-"
"CVM","CEL SCI CORP","Health Care","Equity","135,610.08","0.00","135,610.08","11,226.00","12.08","United States","Nyse Mkt Llc","USD","1.00","USD","-"
"RLMD","RELMADA THERAPEUTICS INC","Health Care","Equity","135,617.75","0.00","135,617.75","5,371.00","25.25","United States","NASDAQ","USD","1.00","USD","-"
"SRG","SERITAGE GROWTH PROPERTIES CLA","Real Estate","Equity","135,640.05","0.00","135,640.05","8,645.00","15.69","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"COGT","COGENT BIOSCIENCES INC","Health Care","Equity","135,801.45","0.00","135,801.45","14,745.00","9.21","United States","NASDAQ","USD","1.00","USD","-"
"IPI","INTREPID POTASH INC","Materials","Equity","136,043.05","0.00","136,043.05","2,915.00","46.67","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PLBY","PLBY GROUP INC","Consumer Discretionary","Equity","136,190.28","0.00","136,190.28","4,206.00","32.38","United States","NASDAQ","USD","1.00","USD","-"
"ALTO","ALTO INGREDIENTS INC","Energy","Equity","136,402.65","0.00","136,402.65","23,805.00","5.73","United States","NASDAQ","USD","1.00","USD","-"
"DCO","DUCOMMUN INC","Industrials","Equity","136,784.35","0.00","136,784.35","2,633.00","51.95","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"UFCS","UNITED FIRE GROUP INC","Financials","Equity","136,125.36","0.00","136,125.36","6,002.00","22.68","United States","NASDAQ","USD","1.00","USD","-"
"CCNE","CNB FINANCIAL CORP","Financials","Equity","136,308.12","0.00","136,308.12","5,109.00","26.68","United States","NASDAQ","USD","1.00","USD","-"
"BDSI","BIODELIVERY SCIENCES INTERNATIONAL","Health Care","Equity","136,392.96","0.00","136,392.96","38,748.00","3.52","United States","NASDAQ","USD","1.00","USD","-"
"CPS","COOPER STANDARD HOLDINGS INC","Consumer Discretionary","Equity","135,774.24","0.00","135,774.24","5,712.00","23.77","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TLYS","TILLYS INC CLASS A","Consumer Discretionary","Equity","135,979.50","0.00","135,979.50","8,425.00","16.14","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PHAT","PHATHOM PHARMACEUTICALS INC","Health Care","Equity","135,698.10","0.00","135,698.10","5,970.00","22.73","United States","NASDAQ","USD","1.00","USD","-"
"APR","APRIA INC","Health Care","Equity","135,678.20","0.00","135,678.20","3,980.00","34.09","United States","NASDAQ","USD","1.00","USD","-"
"RXRX","RECURSION PHARMACEUTICALS INC CLAS","Health Care","Equity","135,749.60","0.00","135,749.60","6,926.00","19.60","United States","NASDAQ","USD","1.00","USD","-"
"OLMA","OLEMA PHARMACEUTICALS INC","Health Care","Equity","134,321.60","0.00","134,321.60","5,012.00","26.80","United States","NASDAQ","USD","1.00","USD","-"
"VKTX","VIKING THERAPEUTICS INC","Health Care","Equity","134,412.55","0.00","134,412.55","20,521.00","6.55","United States","NASDAQ","USD","1.00","USD","-"
"VEC","VECTRUS INC","Industrials","Equity","134,506.24","0.00","134,506.24","2,563.00","52.48","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BLBD","BLUE BIRD CORP","Industrials","Equity","134,578.62","0.00","134,578.62","5,511.00","24.42","United States","NASDAQ","USD","1.00","USD","-"
"TBPH","THERAVANCE BIOPHARMA INC","Health Care","Equity","134,610.42","0.00","134,610.42","15,526.00","8.67","United States","NASDAQ","USD","1.00","USD","-"
"CTKB","CYTEK BIOSCIENCES INC","Health Care","Equity","134,817.45","0.00","134,817.45","5,505.00","24.49","United States","NASDAQ","USD","1.00","USD","-"
"IBCP","INDEPENDENT BANK CORP","Financials","Equity","134,335.96","0.00","134,335.96","5,602.00","23.98","United States","NASDAQ","USD","1.00","USD","-"
"ATNI","ATN INTERNATIONAL INC","Communication","Equity","135,540.35","0.00","135,540.35","3,091.00","43.85","United States","NASDAQ","USD","1.00","USD","-"
"CHUY","CHUYS HOLDINGS INC","Consumer Discretionary","Equity","134,415.20","0.00","134,415.20","4,010.00","33.52","United States","NASDAQ","USD","1.00","USD","-"
"EQBK","EQUITY BANCSHARES INC CLASS A","Financials","Equity","135,452.24","0.00","135,452.24","3,998.00","33.88","United States","NASDAQ","USD","1.00","USD","-"
"URGN","UROGEN PHARMA LTD","Health Care","Equity","134,130.80","0.00","134,130.80","7,192.00","18.65","Israel","NASDAQ","USD","1.00","USD","-"
"CSTR","CAPSTAR FINANCIAL HOLDINGS INC","Financials","Equity","133,131.00","0.00","133,131.00","5,970.00","22.30","United States","NASDAQ","USD","1.00","USD","-"
"DX","DYNEX CAPITAL REIT INC","Financials","Equity","133,459.40","0.00","133,459.40","7,460.00","17.89","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DJCO","DAILY JOURNAL CORP","Communication","Equity","133,703.82","0.00","133,703.82","382.00","350.01","United States","NASDAQ","USD","1.00","USD","-"
"UVE","UNIVERSAL INSURANCE HOLDINGS INC","Financials","Equity","134,165.70","0.00","134,165.70","8,769.00","15.30","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GCMG","GCM GROSVENOR INC CLASS A","Financials","Equity","133,996.26","0.00","133,996.26","11,346.00","11.81","United States","NASDAQ","USD","1.00","USD","-"
"ERAS","ERASCA INC","Health Care","Equity","133,937.08","0.00","133,937.08","6,844.00","19.57","United States","NASDAQ","USD","1.00","USD","-"
"BW","BABCOCK AND WILCOX ENTERPRISES INC","Industrials","Equity","132,066.34","0.00","132,066.34","17,423.00","7.58","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SOI","SOLARIS OILFIELD INFRASTRUCTURE IN","Energy","Equity","132,773.52","0.00","132,773.52","15,882.00","8.36","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ECOM","CHANNELADVISOR CORP","Information Technology","Equity","132,474.24","0.00","132,474.24","5,064.00","26.16","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FOR","FORESTAR GROUP INC","Real Estate","Equity","130,805.87","0.00","130,805.87","6,173.00","21.19","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CLPT","CLEARPOINT NEURO INC","Health Care","Equity","130,679.20","0.00","130,679.20","7,580.00","17.24","United States","NASDAQ","USD","1.00","USD","-"
"NWLI","NATIONAL WESTERN LIFE GROUP INC CL","Financials","Equity","131,478.46","0.00","131,478.46","571.00","230.26","United States","NASDAQ","USD","1.00","USD","-"
"UFPT","UFP TECHNOLOGIES INC","Materials","Equity","131,689.95","0.00","131,689.95","1,995.00","66.01","United States","NASDAQ","USD","1.00","USD","-"
"DSPG","DSP GROUP INC","Information Technology","Equity","130,806.28","0.00","130,806.28","5,962.00","21.94","United States","NASDAQ","USD","1.00","USD","-"
"WLDN","WILLDAN GROUP INC","Industrials","Equity","130,495.04","0.00","130,495.04","3,302.00","39.52","United States","NASDAQ","USD","1.00","USD","-"
"FBRT","FRANKLIN BSP REALTY TRUST INC","Financials","Equity","131,276.70","0.00","131,276.70","7,677.00","17.10","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RCEL","AVITA THERAPEUTICS INC","Health Care","Equity","129,464.10","0.00","129,464.10","7,571.00","17.10","United States","NASDAQ","USD","1.00","USD","-"
"CRIS","CURIS INC","Health Care","Equity","130,187.20","0.00","130,187.20","22,760.00","5.72","United States","NASDAQ","USD","1.00","USD","-"
"RBBN","RIBBON COMMUNICATIONS INC","Information Technology","Equity","130,398.40","0.00","130,398.40","21,032.00","6.20","United States","NASDAQ","USD","1.00","USD","-"
"TR","TOOTSIE ROLL INDUSTRIES INC","Consumer Staples","Equity","129,838.56","0.00","129,838.56","3,984.00","32.59","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EBF","ENNIS INC","Industrials","Equity","129,987.00","0.00","129,987.00","6,565.00","19.80","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ATRO","ASTRONICS CORP","Industrials","Equity","130,395.68","0.00","130,395.68","9,157.00","14.24","United States","NASDAQ","USD","1.00","USD","-"
"EVLO","EVELO BIOSCIENCES INC","Health Care","Equity","129,921.75","0.00","129,921.75","11,865.00","10.95","United States","NASDAQ","USD","1.00","USD","-"
"BATRA","LIBERTY MEDIA LIBERTY BRAVES CORP","Communication","Equity","127,980.24","0.00","127,980.24","4,404.00","29.06","United States","NASDAQ","USD","1.00","USD","-"
"MPAA","MOTORCAR PARTS OF AMERICA INC","Consumer Discretionary","Equity","128,034.65","0.00","128,034.65","6,665.00","19.21","United States","NASDAQ","USD","1.00","USD","-"
"CLVS","CLOVIS ONCOLOGY INC","Health Care","Equity","127,959.00","0.00","127,959.00","30,108.00","4.25","United States","NASDAQ","USD","1.00","USD","-"
"MVBF","MVB FINANCIAL CORP","Financials","Equity","126,893.35","0.00","126,893.35","3,035.00","41.81","United States","NASDAQ","USD","1.00","USD","-"
"COOK","TRAEGER INC","Consumer Discretionary","Equity","126,913.50","0.00","126,913.50","5,950.00","21.33","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ASXC","ASENSUS SURGICAL INC","Health Care","Equity","127,693.36","0.00","127,693.36","67,922.00","1.88","United States","Nyse Mkt Llc","USD","1.00","USD","-"
"THFF","FIRST FINANCIAL CORPORATION INDIAN","Financials","Equity","126,995.95","0.00","126,995.95","2,819.00","45.05","United States","NASDAQ","USD","1.00","USD","-"
"XXII","22ND CENTURY GROUP INC","Consumer Staples","Equity","126,831.84","0.00","126,831.84","41,721.00","3.04","United States","NASDAQ","USD","1.00","USD","-"
"VPG","VISHAY PRECISION GROUP INC","Information Technology","Equity","126,893.61","0.00","126,893.61","3,349.00","37.89","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VITL","VITAL FARMS INC","Consumer Staples","Equity","127,551.92","0.00","127,551.92","7,102.00","17.96","United States","NASDAQ","USD","1.00","USD","-"
"NUVB","NUVATION BIO INC CLASS A","Health Care","Equity","127,099.28","0.00","127,099.28","14,476.00","8.78","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AUD","AUDACY INC CLASS A","Communication","Equity","125,715.45","0.00","125,715.45","37,527.00","3.35","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VLDR","VELODYNE LIDAR INC","Information Technology","Equity","125,417.92","0.00","125,417.92","18,608.00","6.74","United States","NASDAQ","USD","1.00","USD","-"
"FPI","FARMLAND PARTNERS INC","Real Estate","Equity","125,612.80","0.00","125,612.80","10,330.00","12.16","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PRVB","PROVENTION BIO INC","Health Care","Equity","126,445.52","0.00","126,445.52","19,043.00","6.64","United States","NASDAQ","USD","1.00","USD","-"
"BSRR","SIERRA BANCORP","Financials","Equity","125,567.58","0.00","125,567.58","4,789.00","26.22","United States","NASDAQ","USD","1.00","USD","-"
"HBIO","HARVARD BIOSCIENCE INC","Health Care","Equity","125,493.78","0.00","125,493.78","16,469.00","7.62","United States","NASDAQ","USD","1.00","USD","-"
"BCOV","BRIGHTCOVE INC","Information Technology","Equity","126,306.62","0.00","126,306.62","12,518.00","10.09","United States","NASDAQ","USD","1.00","USD","-"
"MCRB","SERES THERAPEUTICS INC","Health Care","Equity","126,119.46","0.00","126,119.46","18,358.00","6.87","United States","NASDAQ","USD","1.00","USD","-"
"PAVM","PAVMED INC","Health Care","Equity","125,886.10","0.00","125,886.10","24,070.00","5.23","United States","NASDAQ","USD","1.00","USD","-"
"PETQ","PETIQ INC CLASS A","Health Care","Equity","125,860.42","0.00","125,860.42","5,242.00","24.01","United States","NASDAQ","USD","1.00","USD","-"
"LZ","LEGALZOOM COM INC","Industrials","Equity","124,124.82","0.00","124,124.82","5,001.00","24.82","United States","NASDAQ","USD","1.00","USD","-"
"MEIP","MEI PHARMA INC","Health Care","Equity","124,598.07","0.00","124,598.07","40,323.00","3.09","United States","NASDAQ","USD","1.00","USD","-"
"LPG","DORIAN LPG LTD","Energy","Equity","125,237.34","0.00","125,237.34","9,531.00","13.14","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EOSE","EOS ENERGY ENTERPRISES INC CLASS A","Industrials","Equity","124,674.00","0.00","124,674.00","11,334.00","11.00","United States","NASDAQ","USD","1.00","USD","-"
"ROCC","PENN VA CORP","Energy","Equity","123,119.98","0.00","123,119.98","4,054.00","30.37","United States","NASDAQ","USD","1.00","USD","-"
"TSHA","TAYSHA GENE THERAPIES INC","Health Care","Equity","123,352.80","0.00","123,352.80","8,240.00","14.97","United States","NASDAQ","USD","1.00","USD","-"
"TG","TREDEGAR CORP","Materials","Equity","124,093.80","0.00","124,093.80","9,710.00","12.78","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CNTY","CENTURY CASINOS INC","Consumer Discretionary","Equity","123,106.74","0.00","123,106.74","8,062.00","15.27","United States","NASDAQ","USD","1.00","USD","-"
"AXTI","AXT INC","Information Technology","Equity","123,620.20","0.00","123,620.20","13,540.00","9.13","United States","NASDAQ","USD","1.00","USD","-"
"FULC","FULCRUM THERAPEUTICS INC","Health Care","Equity","123,673.44","0.00","123,673.44","6,352.00","19.47","United States","NASDAQ","USD","1.00","USD","-"
"ALGS","ALIGOS THERAPEUTICS INC","Health Care","Equity","122,990.00","0.00","122,990.00","7,028.00","17.50","United States","NASDAQ","USD","1.00","USD","-"
"NABL","N ABLE INC","Information Technology","Equity","123,164.44","0.00","123,164.44","8,977.00","13.72","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ARD","ARDAGH GROUP SA CLASS A","Materials","Equity","121,745.25","0.00","121,745.25","4,919.00","24.75","Luxembourg","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LE","LAND END INC","Consumer Discretionary","Equity","121,898.22","0.00","121,898.22","4,593.00","26.54","United States","NASDAQ","USD","1.00","USD","-"
"FUV","ARCIMOTO INC","Consumer Discretionary","Equity","122,069.25","0.00","122,069.25","10,215.00","11.95","United States","NASDAQ","USD","1.00","USD","-"
"CGEM","CULLINAN ONCOLOGY INC","Health Care","Equity","122,467.50","0.00","122,467.50","5,443.00","22.50","United States","NASDAQ","USD","1.00","USD","-"
"BFC","BANK FIRST CORP","Financials","Equity","121,881.60","0.00","121,881.60","1,656.00","73.60","United States","NASDAQ","USD","1.00","USD","-"
"AMPE","AMPIO PHARMACEUTICALS INC","Health Care","Equity","122,155.46","0.00","122,155.46","74,942.00","1.63","United States","Nyse Mkt Llc","USD","1.00","USD","-"
"TRUE","TRUECAR INC","Communication","Equity","122,008.00","0.00","122,008.00","30,200.00","4.04","United States","NASDAQ","USD","1.00","USD","-"
"HOV","HOVNANIAN ENTERPRISES INC CLASS A","Consumer Discretionary","Equity","121,284.80","0.00","121,284.80","1,360.00","89.18","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IMVT","IMMUNOVANT INC","Health Care","Equity","120,394.86","0.00","120,394.86","13,407.00","8.98","United States","NASDAQ","USD","1.00","USD","-"
"BLFY","BLUE FOUNDRY BANCORP","Financials","Equity","121,082.65","0.00","121,082.65","8,545.00","14.17","United States","NASDAQ","USD","1.00","USD","-"
"CAMP","CALAMP CORP","Information Technology","Equity","120,300.32","0.00","120,300.32","11,612.00","10.36","United States","NASDAQ","USD","1.00","USD","-"
"LMNR","LIMONEIRA","Consumer Staples","Equity","120,405.30","0.00","120,405.30","7,405.00","16.26","United States","NASDAQ","USD","1.00","USD","-"
"DRRX","DURECT CORP","Health Care","Equity","121,446.40","0.00","121,446.40","94,880.00","1.28","United States","NASDAQ","USD","1.00","USD","-"
"LL","LUMBER LIQUIDATORS HOLDINGS INC","Consumer Discretionary","Equity","120,975.12","0.00","120,975.12","6,804.00","17.78","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FNKO","FUNKO INC CLASS A","Consumer Discretionary","Equity","119,657.72","0.00","119,657.72","6,461.00","18.52","United States","NASDAQ","USD","1.00","USD","-"
